application,1_1,1_2,1_3,1_4,2_1,2_2,2_3,2_4,3_1,3_2,3_3,3_4,4_1,4_2,4_3,4_4,5_1,5_2,5_3,5_4,6_1,6_2,6_3,6_4,7_1,7_2,7_3,7_4,8_1,8_2,8_3,8_4,Aggregate
ONOS ifwd,70.2,29.5,40.5,9.17,62,32.5,22,25.8,62.4,10,68.1,189,315,167,363,111,66.7,33.2,67.7,9.32,55.9,26.1,68.8,7.01,234,77.9,168,72.7,89.3,77.5,157,77.9,2866.2
ONOS ifwd,168,8.48,56,46,56.7,25,40.9,12,63.2,20.7,68.9,14,207,166,429,152,23.6,54.9,45.3,26.2,72.9,64.2,77.8,10.5,107,70.4,88.4,133,256,74.3,148,76,2862.38
ONOS ifwd,64.6,27.9,77.3,50.1,50.8,30.8,68.2,51.1,24.8,52.8,88.2,21.5,355,117,305,177,54.3,52.5,61.9,6.13,61.2,16.1,70.5,23.8,191,81.7,127,81.5,152,82.3,157,81.8,2862.83
ONOS ifwd,46.4,65.9,26.9,50.2,67.3,65.3,26.9,65.6,34.5,61.3,33.6,65.6,346,91.8,423,93.6,68.9,6.51,45.9,56.8,63.1,9.02,67.9,26.9,202,73.8,172,73.6,127,42.7,157,106,2863.03
ONOS ifwd,123,19.6,26,27.5,73.4,12.7,53.2,65.8,75.7,7.47,164,20.1,246,226,293,191,53.2,13.4,67.7,21.2,44.5,13.4,54.4,20.1,149,78.8,99.2,79.1,189,80.5,198,79.6,2865.57
ONOS ifwd,47.9,35.3,75,31.4,72.7,19,77.1,11.5,58,16.1,76.1,63.9,447,96.7,315,96.6,70.2,35.5,63.4,15.7,67.6,68.4,40.6,9.03,97.3,90.2,138,184,94.7,90.1,169,90.4,2863.43
ONOS ifwd,71.2,25,12,38.3,85.1,15.7,55.8,51.2,75.4,27,38.7,8.07,357,126,273,201,39.4,12.4,38.9,42.6,41.2,79.9,190,9.27,126,80,113,80.2,159,80,236,80.1,2868.44
ONOS ifwd,73.2,70.1,79.8,20.1,72.9,10.2,78.9,24.9,60.3,34,12.3,18.9,276,102,372,206,40.4,61.9,76.5,69.4,66.8,6.56,66.5,11.6,207,80,94.9,80,160,79.8,173,79.9,2865.86
ONOS ifwd,64.9,45.3,66.2,65.9,45.5,10.2,71.4,12.4,63.1,43.6,69.5,12.3,319,195,329,110,72.9,56.7,64,7.45,71.3,43.8,58,9.48,227,82.9,209,92.6,90.2,83.1,88.2,82,2861.93
ONOS ifwd,58.5,63.5,71,36,16.6,7.63,69.8,17.3,48.1,23,73.1,132,376,162,326,91.2,66.2,24.5,73.4,7.69,47.5,10.5,74.5,32.7,178,76,167,121,164,74.4,99.2,74.7,2863.02
ONOS ifwd,65.2,64.7,147,32.8,58.3,64.3,64.3,10.6,59.1,46.1,29.9,12,374,150,276,155,45.7,11.5,68.8,26.2,60.4,9.24,70.3,9.4,140,77.8,138,78.4,154,77.2,161,130,2867.24
ONOS ifwd,56.2,12.7,69,67,58.5,21.4,99.3,22.1,76.5,7.57,69.6,8.44,345,115,394,102,77,8.77,68.8,14.8,72.8,63.3,67.9,13,149,79.5,94.6,81.8,119,212,92.7,126,2865.28
ONOS ifwd,63.7,36.7,67.4,30.9,70.4,20.6,70.2,48.6,68.8,9.7,71.8,14.6,378,101,370,104,67.3,22.8,65.4,11.2,65.8,6.68,72.4,67.5,86.1,39.9,140,68.5,154,292,95.9,78.3,2860.18
ONOS ifwd,24.6,52.1,74.4,63.3,143,14.6,52.5,7.83,13.9,14.4,49.3,55,374,118,284,180,215,9.17,24.5,24.6,14.8,5.94,33,63.6,84.5,77.8,323,76.1,86,116,114,77.1,2866.04
ONOS ifwd,55.6,71.6,81.3,23.4,68.5,27.7,45.7,65,59.5,9.81,72,22.9,426,103,324,103,37.8,13.6,55.7,17.3,69.7,33.8,70.5,55.6,133,96.9,112,96.7,106,95.8,194,120,2867.41
ONOS ifwd,69,12.5,55.8,66.8,62.8,14.5,66.3,25.2,59.6,23.5,66.6,57.4,302,108,367,177,61.9,13.4,70,21.7,68.8,6.48,66,66.2,136,144,106,73.1,195,73.5,155,72.2,2863.28
ONOS ifwd,129,69.5,62,17.7,63.9,22.8,71.9,32.7,73,13.8,73.8,31.5,253,99.1,433,171,79.2,8.31,55.1,18.7,54.6,11.5,57,9.39,184,92,99.9,102,119,89.8,103,165,2866.2
ONOS ifwd,7.33,7.2,50.7,18.7,67.3,29.3,40.9,9.72,8.29,8.22,27.2,121,218,282,365,90.1,6.72,25.3,28.5,19.6,418,21.3,32.4,7.28,127,78.7,297,78.8,103,78.7,112,78.7,2863.96
ONOS ifwd,40.6,23.9,76.7,24.4,75.1,57.4,53.4,27.5,73.8,28,70.8,7.78,249,146,393,166,74.4,62.1,51.2,14,72.7,28,74,17.7,278,86.2,137,83.4,91.2,91,97.5,89.5,2861.28
ONOS ifwd,62.8,21.7,51,25.1,23.9,49.3,65.5,41,26.2,9.23,17.2,53.1,288,109,409,148,149,52.4,44.9,53.4,51.8,35.1,62.9,60.8,165,75.8,190,75.5,190,69.5,114,76.6,2866.73
ONOS ifwd,78.6,48.4,63.6,49.3,67.3,38.6,68.3,17.9,43.8,27,11.9,29.7,248,172,377,159,151,15.9,28.6,66.6,68.8,7.95,65.4,6.63,205,79.4,214,79.7,93.1,78.3,127,79.1,2866.88
ONOS ifwd,65.4,54.2,77,27.2,74.3,10.7,70.8,29.1,73.3,10.2,73,20.7,335,222,292,108,61.3,24.5,72.4,37.3,62.7,14,73.8,23.8,90,87,103,87.6,195,112,195,87.1,2869.4
ONOS ifwd,74,35.9,71.2,9.2,61.5,48.3,45.2,34.3,16.3,9.22,41.6,7.04,241,103,436,175,64.4,13.8,29.2,17.5,231,47.6,60.7,37,169,94.2,94.7,94.9,99.4,133,176,94.6,2865.76
ONOS ifwd,75.5,22,80.5,9.66,61.7,71.1,81.6,71,69.2,25.5,77,28.5,325,156,285,187,73.8,17.7,55.3,6.71,37.9,15.5,66.7,6.89,96.3,83.9,200,83.6,215,82.8,107,84.8,2860.16
ONOS ifwd,79.9,37.6,55.7,33.1,75.7,32.7,38,138,71.8,29.1,42.3,10.9,246,117,427,166,77.4,16.8,65.4,19.1,77.9,15.9,27.8,10.3,183,83.6,202,83.9,143,76.2,96.9,85.1,2865.1
ONOS ifwd,78.4,29,67.8,70.1,65.9,22.7,40.8,19.3,74.3,15.9,71.3,11.3,307,87.7,407,155,73.4,30.1,68.6,12,70.4,64.3,41.8,29.6,188,83.9,114,84.1,99.1,84.3,146,156,2869.1
ONOS ifwd,66.9,14.8,15.1,30.9,51.9,21.6,42,40.7,29.1,9.97,74.5,31.2,424,98.8,240,192,8.79,56.1,51.1,27.6,212,6.28,149,15.3,80.6,83.1,210,155,82.5,83.9,172,86.9,2863.64
ONOS ifwd,52.9,68,77.8,20.6,65.2,9.05,74.9,9.09,37.5,20.2,90.4,87.4,453,91.5,319,91.6,69.3,7.06,70.7,11.6,66.9,33.3,72.5,11.3,97.7,87.2,119,87.2,113,105,130,215,2864.9
ONOS ifwd,72.6,72.3,26.9,10.4,68.3,72.2,43.7,20.3,52.9,64.6,65.9,33.8,220,103,504,129,73.8,36.8,69,10.4,35,44.1,65.4,17.1,196,86.2,91.9,86.7,237,85.2,88.7,83.6,2866.8
ONOS ifwd,71.6,23.6,44.2,26.3,71.6,47.1,52.4,20.7,66,54,44.5,8.78,350,97.1,266,243,81.3,25.8,87.6,6.93,58.9,18.2,119,27.5,164,81.7,248,79.4,92.4,116,94.2,79.7,2867.51
ONOS ifwd,70.1,65.1,6.72,25.3,79.8,8.75,123,6.25,63.3,10.5,52.7,38.3,349,177,310,118,68.7,10.5,66.4,82.5,61.6,49.1,22.3,43,97.6,80.6,276,77.3,163,81.4,96.3,80.9,2861.02
ONOS ifwd,72.5,7.1,58.8,33.7,70.2,23.9,54,67.9,46.4,48.7,70.4,7.31,279,95.5,389,191,110,38.2,49.5,16.7,73.1,11.1,71.3,24.3,208,141,170,82.5,95.4,83,91.6,82.8,2863.91
ONOS ifwd,66.6,25.4,7.11,65.9,65.6,6.15,44.5,8.41,57.1,38.9,59.8,65.2,283,132,398,143,68.9,28.3,56.8,22.3,66.4,9.01,63.5,131,192,67.8,180,73.7,157,64.2,146,75.2,2868.78
ONOS ifwd,63.4,61.4,57,34.1,66.6,19.2,73.2,27.8,16.1,25.1,68.3,8.34,343,92.2,362,158,37.9,59.7,73.5,23.6,25.6,139,66.7,10.2,306,76.4,149,72.9,97.9,71.2,104,77.8,2867.14
ONOS ifwd,75.2,69,7.25,50.5,65.9,13.5,67.8,11.4,74.1,16,76.5,41.8,351,133,278,191,68.2,37.2,58.8,6.91,72.3,53.2,77.8,9.76,103,85.4,107,84.7,143,65.7,280,84.3,2859.22
ONOS ifwd,81.5,17.8,44.4,52.1,72.2,31.6,70.1,15.1,69.8,25.8,63.9,7.54,209,214,427,105,40.1,46.5,43,58.2,72.7,57.3,69.6,14.9,152,91.9,108,91.6,257,8.9,128,116,2862.54
ONOS ifwd,79.7,53.5,30.8,56.5,31.8,51.7,69,120,52.4,38,55.7,61.6,313,105,444,94.1,65.2,11.1,70.7,17.9,13.7,10.9,23.2,43.8,235,80.1,116,77.9,165,68.3,146,66.3,2867.9
ONOS ifwd,72.2,48.8,6.51,17.4,62,29.9,72.8,8.83,54.3,68.3,70.8,6.35,365,99.2,394,96.3,52.8,42.1,87.1,60.6,6.74,49.7,72.3,65,159,93.1,159,94.5,184,85.2,92.3,88.1,2864.23
ONOS ifwd,73.4,61.6,6.24,24.2,90.6,10.2,16.3,7.19,29.8,59.6,50.7,6.29,224,190,433,108,332,32,14.3,31,8.19,10.9,66.3,24.2,98.8,107,221,94.6,98.9,94.3,147,94.2,2865.81
ONOS ifwd,78.5,68.8,58.5,59.6,75.9,54,64,52.8,78.3,28.5,71.1,6.16,337,92.2,367,160,91.3,31.4,75.8,6.16,7.68,13.4,7.87,26.6,104,81.9,99.4,112,184,80.5,212,81.8,2868.17
ONOS ifwd,81.8,73.8,8.1,12.8,81.7,30.7,81,30.4,81.5,70.6,78.6,6.72,360,207,272,116,79.4,56,79.5,7.39,18.8,16.1,28.8,31.7,159,79.7,312,80.1,93.8,57.3,96,78.4,2866.71
ONOS ifwd,78.4,53.3,65.1,64.3,80.5,56.8,40.1,9.34,78.4,16.5,40.6,14.5,253,89.9,529,82.7,77.1,34.9,59.6,52.8,54.6,12,6.9,58.8,160,134,110,75.7,173,70.4,103,129,2864.24
ONOS ifwd,75.2,10.7,13,6.82,70.4,58.7,71.4,14.6,72.5,48.5,59.7,5.62,315,87.4,373,180,71.5,220,72.1,5.71,59.2,5.85,6.91,8.03,185,76.3,212,76.2,108,76.1,147,75.5,2867.94
ONOS ifwd,72.2,29.3,45.1,67.8,70.6,53.7,68.6,57.6,58.2,67,75.6,6.83,397,144,304,111,68.2,14.4,76.9,27.3,7.66,36.9,6.91,44.4,87.3,76.5,222,73.9,195,70.7,155,74.5,2866.1
ONOS ifwd,69.8,63.3,64.4,8.12,64.5,14.2,63.7,23.4,62.3,44.6,72.1,6.41,257,222,372,105,109,56.7,72,6.18,58.1,12.9,45.5,39.1,246,102,168,83.9,90.2,88.1,98.2,78.8,2867.51
ONOS ifwd,71,62.9,83.4,6.43,77.2,27.5,84.2,70.3,51.9,11.9,86.1,6.4,345,102,366,141,90.6,30.4,88.9,6.49,7.12,31,29.6,30.9,147,237,108,104,165,9.77,108,75.8,2862.81
ONOS ifwd,77.1,54,79.8,14.7,80.2,9.87,64.2,13.9,79.5,53.9,50.6,8.53,325,201,248,179,78.7,7.39,78.9,6.35,60,30.1,55.5,50.7,96.5,81,202,80.5,158,80.6,174,80.2,2859.74
ONOS ifwd,147,36.8,7.37,17.8,72.1,7.44,69.1,23.8,66.3,122,67.7,6.27,326,104,432,94.3,64.9,28.1,67.5,59.2,6.54,55.7,10.7,20.1,91.1,88.2,89.7,86.8,184,91.1,212,113,2868.62
ONOS ifwd,73.8,19.5,7.12,68.4,72.9,42.1,70.8,13.8,73.9,15.3,80,6.02,281,151,436,86.7,69.5,42.2,44.1,6.05,7.22,200,12.7,29.9,152,61.7,203,74.8,225,90.4,100,47.9,2864.81
ONOS ifwd,54.8,4.54,134,20.5,202,27.1,5.08,23.9,58.4,35.2,68.8,43.8,351,180,233,190,10.5,48.4,70.7,45.4,21.7,7.58,21.3,49.9,92.6,69.5,140,69.8,163,68.3,278,69.8,2858.6
ONOS ifwd,70.1,29.4,40.4,9.14,61.8,32.5,21.9,25.7,62.1,9.98,67.9,188,315,166,362,111,66.4,33.1,67.6,9.28,55.7,26,68.6,6.98,233,77.7,168,72.6,89.1,77.3,157,77.7,2858.98
ONOS ifwd,167,8.45,55.8,45.8,56.5,24.9,40.8,11.9,63.1,20.6,68.7,13.9,206,166,428,152,23.5,54.7,45.2,26.1,72.7,64,77.5,10.4,107,70.2,88.1,133,256,74.1,147,75.8,2854.75
ONOS ifwd,64.4,27.8,77.2,49.8,50.7,30.8,68,50.9,24.8,52.7,88,21.5,354,116,304,177,54.1,52.4,61.7,6.1,61,16.1,70.2,23.8,191,81.5,126,81.2,152,82.1,156,81.5,2854.3
ONOS ifwd,46.2,65.7,26.9,50,67.1,65.2,26.8,65.4,34.4,61,33.6,65.3,345,91.6,422,93.4,68.7,6.48,45.8,56.6,62.9,8.99,67.7,26.8,202,73.7,172,73.4,126,42.7,157,106,2856.37
ONOS ifwd,123,19.6,25.9,27.4,73.2,12.6,52.9,65.6,75.5,7.43,163,20,246,225,292,190,53.1,13.3,67.5,21.2,44.4,13.4,54.1,20,149,78.6,99,78.9,189,80.3,198,79.5,2858.43
ONOS ifwd,47.8,35.3,74.8,31.3,72.5,19,76.9,11.4,57.8,16,75.8,63.7,445,96.5,315,96.3,70.1,35.4,63.2,15.7,67.3,68.3,40.5,9,97.1,90,138,184,94.4,89.9,168,90.2,2856.2
ONOS ifwd,71,24.9,11.9,38.2,84.7,15.7,55.7,51,75.3,26.9,38.6,8.03,357,125,272,200,39.3,12.4,38.8,42.4,41,79.6,189,9.24,126,79.7,113,80,159,79.8,235,80,2860.17
ONOS ifwd,73,70,79.5,20.1,72.7,10.1,78.7,24.8,60.2,33.9,12.3,18.8,275,102,371,205,40.2,61.8,76.3,69.1,66.6,6.53,66.3,11.6,206,79.7,94.8,79.8,160,79.6,173,79.8,2858.23
ONOS ifwd,64.6,45.2,66.1,65.7,45.3,10.1,71.2,12.4,62.9,43.4,69.3,12.3,319,194,328,110,72.6,56.6,63.8,7.43,71.2,43.7,57.8,9.45,226,82.6,208,92.3,89.9,82.9,87.9,81.8,2853.48
ONOS ifwd,58.3,63.3,70.8,35.9,16.5,7.61,69.6,17.3,48,22.9,72.9,132,375,161,325,90.9,66,24.5,73.1,7.66,47.4,10.5,74.3,32.6,178,75.7,167,120,163,74.2,99,74.5,2854.47
ONOS ifwd,64.9,64.5,147,32.7,58,64,64.1,10.6,59,46,29.8,12,373,150,275,155,45.6,11.5,68.5,26.1,60.1,9.21,70,9.37,140,77.6,137,78.1,153,77.1,161,130,2859.78
ONOS ifwd,56,12.6,68.7,66.8,58.4,21.3,98.9,22,76.2,7.54,69.3,8.39,345,114,393,101,76.8,8.73,68.7,14.7,72.6,63,67.6,12.9,149,79.3,94.5,81.5,119,211,92.5,126,2856.96
ONOS ifwd,63.6,36.6,67.2,30.8,70.3,20.6,69.9,48.5,68.5,9.67,71.5,14.5,377,101,370,104,67.1,22.8,65.2,11.1,65.5,6.64,72.2,67.3,85.9,39.8,140,68.3,153,291,95.6,78.1,2853.21
ONOS ifwd,24.5,51.9,74.1,63,143,14.5,52.4,7.8,13.8,14.4,49.2,54.8,373,117,283,179,214,9.13,24.5,24.5,14.8,5.92,32.8,63.4,84.4,77.5,322,75.8,85.8,115,114,76.8,2855.75
ONOS ifwd,55.4,71.3,81,23.4,68.2,27.6,45.6,64.9,59.3,9.79,71.7,22.8,425,103,324,103,37.7,13.5,55.5,17.3,69.5,33.7,70.2,55.3,133,96.6,111,96.5,106,95.6,194,120,2861.39
ONOS ifwd,68.8,12.5,55.6,66.6,62.5,14.5,66.1,25.1,59.4,23.4,66.5,57.2,302,108,367,177,61.7,13.4,69.9,21.6,68.7,6.45,65.8,66,136,143,106,72.8,195,73.2,155,71.9,2858.65
ONOS ifwd,128,69.4,61.7,17.7,63.7,22.7,71.8,32.6,72.9,13.8,73.5,31.4,252,98.9,431,171,78.9,8.28,55,18.6,54.4,11.5,56.8,9.36,184,91.8,99.6,101,119,89.6,103,164,2856.94
ONOS ifwd,7.29,7.16,50.6,18.7,67.1,29.2,40.8,9.68,8.25,8.18,27.1,121,218,281,364,89.9,6.69,25.2,28.4,19.5,416,21.2,32.3,7.25,126,78.5,296,78.7,103,78.5,112,78.5,2855.7
ONOS ifwd,40.4,23.9,76.3,24.3,74.9,57.3,53.1,27.3,73.6,27.8,70.7,7.75,248,146,392,165,74.2,61.9,50.9,14,72.6,28,73.8,17.6,277,86,136,83.2,91,90.8,97.2,89.2,2851.75
ONOS ifwd,62.6,21.6,50.9,25,23.8,49.1,65.3,40.8,26.2,9.18,17.1,52.9,288,109,408,147,148,52.2,44.8,53.2,51.7,35,62.6,60.6,164,75.6,189,75.2,189,69.2,113,76.4,2855.98
ONOS ifwd,78.2,48.3,63.4,49,67,38.3,68.2,17.9,43.6,27,11.9,29.6,248,171,376,159,151,15.8,28.5,66.3,68.6,7.92,65,6.6,204,79.2,213,79.5,92.8,78.1,127,78.9,2858.62
ONOS ifwd,65.2,53.9,76.8,27.1,74,10.7,70.7,29,73.1,10.2,72.9,20.6,334,221,292,108,61.2,24.5,72.1,37.3,62.5,14,73.7,23.8,89.8,86.7,103,87.4,194,112,194,86.9,2862.1
ONOS ifwd,73.8,35.7,71,9.17,61.4,48.2,45.1,34.2,16.3,9.18,41.5,7.01,240,103,436,175,64.2,13.8,29.1,17.4,231,47.4,60.5,36.9,168,94.1,94.6,94.7,99.2,132,176,94.4,2859.86
ONOS ifwd,75.2,21.9,80.3,9.63,61.6,70.8,81.4,70.7,69,25.4,76.8,28.4,324,155,285,187,73.6,17.7,55.1,6.69,37.7,15.5,66.5,6.86,96,83.7,200,83.4,214,82.5,107,84.5,2852.88
ONOS ifwd,79.7,37.5,55.5,33,75.5,32.6,37.9,138,71.6,29,42.1,10.8,245,117,426,166,77.2,16.7,65.1,19.1,77.6,15.8,27.8,10.3,183,83.4,202,83.6,143,76.1,96.7,85,2859.6
ONOS ifwd,78.2,28.8,67.6,69.9,65.7,22.7,40.5,19.3,74.1,15.7,71.2,11.2,307,87.5,406,154,73.2,30,68.5,12,70.2,64,41.7,29.6,188,83.6,114,84,99,84.1,145,156,2862.3
ONOS ifwd,66.6,14.8,15.1,30.8,51.8,21.5,41.9,40.6,29,9.94,74.3,31.1,423,98.6,240,192,8.76,55.9,51,27.5,211,6.25,148,15.3,80.5,82.9,209,155,82.3,83.7,171,86.7,2855.85
ONOS ifwd,52.8,67.9,77.6,20.4,65.2,9.02,74.8,9.06,37.4,20.1,90,87.1,452,91.3,319,91.4,69.2,7.03,70.6,11.5,66.8,33.2,72.4,11.3,97.5,87,119,87,113,105,130,215,2860.61
ONOS ifwd,72.4,72.1,26.8,10.4,68.2,72,43.5,20.2,52.7,64.4,65.7,33.8,220,103,503,128,73.6,36.7,68.8,10.4,34.8,44,65.3,17.1,196,86,91.7,86.4,236,85,88.5,83.4,2859.9
ONOS ifwd,71.4,23.5,44.1,26.2,71.4,46.9,52.2,20.7,65.7,53.8,44.4,8.74,349,96.8,266,242,81.1,25.7,87.2,6.9,58.7,18.1,118,27.4,164,81.5,247,79.2,92.2,115,94,79.4,2858.24
ONOS ifwd,70,64.9,6.7,25.2,79.3,8.72,123,6.22,63,10.5,52.5,38.2,349,176,309,118,68.5,10.5,66.3,82.2,61.5,48.9,22.2,42.9,97.4,80.4,275,77.1,163,81.2,96.1,80.7,2854.14
ONOS ifwd,72.3,7.07,58.7,33.6,70,23.8,53.8,67.6,46.3,48.6,70.2,7.28,279,95.2,388,190,109,38,49.4,16.7,72.9,11.1,71.1,24.2,207,141,169,82.2,95.2,82.8,91.4,82.7,2855.15
ONOS ifwd,66.5,25.3,7.08,65.7,65.4,6.12,44.4,8.37,57,38.7,59.6,65,282,132,396,142,68.7,28.2,56.6,22.3,66.2,8.97,63.3,131,191,67.6,180,73.5,156,64.1,146,74.9,2859.54
ONOS ifwd,63.2,61.2,56.8,34.1,66.4,19.1,72.9,27.7,16,25,68.1,8.32,343,92,362,158,37.7,59.4,73.2,23.5,25.5,139,66.5,10.1,305,76.2,149,72.7,97.7,71,104,77.5,2861.82
ONOS ifwd,75.1,68.8,7.24,50.3,65.7,13.4,67.6,11.4,74,15.9,76.4,41.6,351,133,277,191,68.1,37.1,58.7,6.88,72.1,53,77.6,9.72,103,85.2,107,84.5,143,65.5,279,84,2853.84
ONOS ifwd,81.2,17.7,44.2,52,72,31.5,69.9,15,69.6,25.8,63.7,7.5,209,213,426,105,40,46.4,42.9,58,72.5,57.2,69.4,14.9,152,91.6,108,91.4,257,8.89,128,115,2856.29
ONOS ifwd,79.4,53.3,30.7,56.3,31.7,51.6,68.9,120,52.1,37.9,55.4,61.3,313,104,443,93.9,65,11,70.5,17.9,13.7,10.8,23.2,43.7,235,79.9,115,77.7,165,68.2,146,66.2,2861.3
ONOS ifwd,71.9,48.7,6.49,17.3,61.8,29.8,72.5,8.79,54.1,68.1,70.5,6.34,364,99,393,96.1,52.6,42,86.7,60.3,6.73,49.6,72.1,64.8,158,92.8,158,94.3,183,85,92,87.9,2854.25
ONOS ifwd,73.2,61.3,6.22,24.2,90.4,10.2,16.2,7.16,29.8,59.4,50.6,6.28,224,189,433,107,331,31.9,14.3,30.9,8.16,10.9,66.1,24.1,98.6,106,220,94.4,98.7,94.1,146,94,2857.12
ONOS ifwd,78.2,68.6,58.4,59.4,75.7,53.8,63.7,52.6,78.1,28.4,71,6.13,336,92.1,366,159,90.8,31.3,75.6,6.15,7.66,13.4,7.59,26.5,103,81.7,99.2,111,183,80.3,212,81.7,2858.03
ONOS ifwd,81.6,73.6,8.08,12.8,81.4,30.7,80.7,30.3,81.3,70.4,78.4,6.69,359,207,272,116,79.2,55.8,79.3,7.38,18.7,16,28.5,31.6,158,79.6,311,79.8,93.7,57.1,95.8,78.2,2859.65
ONOS ifwd,78.2,53,64.9,64.2,80.2,56.6,40,9.32,78.2,16.4,40.5,14.4,252,89.7,528,82.5,76.9,34.8,59.3,52.6,54.5,12,6.88,58.6,159,133,110,75.5,173,70.1,102,128,2854.3
ONOS ifwd,74.9,10.7,13,6.79,70.2,58.4,71.2,14.6,72.4,48.3,59.5,5.62,314,87.2,372,179,71.4,218,71.9,5.68,59.1,5.83,6.89,7.99,184,76.1,212,76.1,107,75.9,147,75.3,2858
ONOS ifwd,71.9,29.2,44.9,67.7,70.3,53.4,68.4,57.3,57.9,66.7,75.3,6.79,395,143,304,111,68,14.3,76.7,27,7.64,36.8,6.9,44.3,87.1,76.2,221,73.7,194,70.4,155,74.3,2856.13
ONOS ifwd,69.6,63.1,64.3,8.09,64.2,14.1,63.5,23.3,62.1,44.5,71.9,6.39,256,221,371,105,108,56.4,71.8,6.16,57.9,12.9,45.3,39,245,102,167,83.7,90,87.8,98.1,78.6,2857.74
ONOS ifwd,70.9,62.8,83.2,6.41,77,27.4,84,70.2,51.8,11.8,85.9,6.38,345,101,366,141,90.4,30.4,88.6,6.47,7.1,30.9,29.4,30.8,146,237,108,104,165,9.75,108,75.6,2858.21
ONOS ifwd,76.9,53.9,79.6,14.7,79.9,9.84,64,13.9,79.3,53.7,50.5,8.46,324,201,248,179,78.4,7.37,78.7,6.33,59.9,30,55.4,50.6,96.2,80.7,202,80.2,158,80.3,174,80,2854.8
ONOS ifwd,146,36.7,7.35,17.7,72,7.4,68.8,23.7,66.1,122,67.5,6.25,325,104,431,94.1,64.7,28,67.3,59,6.53,55.5,10.6,20.1,91,87.9,89.4,86.6,183,90.8,211,113,2860.03
ONOS ifwd,73.5,19.4,7.1,68.1,72.7,42,70.5,13.8,73.6,15.3,79.8,6,280,150,435,86.5,69.2,42.1,44,6.04,7.2,199,12.6,29.8,152,61.6,202,74.6,224,90.1,100,47.8,2855.34
SDNetViews,28.8,25.3,19.7,34.9,131,44.6,96.3,22.1,65.7,24.9,96.4,44.8,280,152,408,117,54.7,38,9.7,91.8,99.1,6.6,15.8,12.2,125,56.7,138,138,176,76,173,74.2,2876.3
SDNetViews,73,11.4,74.5,36.5,73.4,14.7,73.9,9.97,73.4,35.6,74.6,17.3,324,301,246,86.4,56.1,29.7,64.3,11.2,126,24.6,64.5,11.2,84.1,72.9,255,72.3,147,149,103,72.8,2869.37
SDNetViews,71,66.7,103,16.2,71.5,6.41,71.1,28.3,63.8,67.5,72.4,7.47,372,94.7,394,94.6,63.8,26.1,58.4,17.3,32.8,8.98,34.8,67.4,183,81,126,80.5,97.8,211,94.7,81.3,2865.56
SDNetViews,52,37.3,68.9,57.2,38.5,36.2,70.3,7.05,59.1,59,69.5,13.1,265,172,435,83.9,69.1,58.7,69.3,48.5,35.3,13.1,64.6,28.3,279,43.4,91,155,157,66.9,86.8,76.1,2866.15
SDNetViews,68.9,6.04,60,17.4,40.5,58.3,53.7,38.9,34.1,20.7,65.5,21.4,393,95.2,356,111,65.3,64.8,69.9,8.32,58.7,131,65.6,7.08,127,83.9,102,84.5,169,124,182,83.3,2867.04
SDNetViews,70.5,28.2,66,58.8,64.2,5.37,73.8,29.7,63.5,7.72,74.3,41.5,428,84,286,157,71.7,8.95,72.8,35.5,41.4,14.5,67.1,60,93.4,7.64,151,139,122,69.7,164,209,2866.28
SDNetViews,73.9,18.9,70,31,55.9,8.33,70.3,6.13,58.3,17.9,25.9,8.61,270,189,413,83.2,64.4,8.82,71.9,63.8,65.4,173,36.8,25.9,89.6,104,175,68.3,278,73.4,90.9,73.8,2863.39
SDNetViews,70.8,33.1,73.5,22.9,67.3,57.3,60,8.32,64.5,7.08,66.9,56.3,397,178,275,105,58.4,20.5,67.5,31.2,63.6,23.8,70.8,29.9,141,81.1,173,137,92.1,81,168,81.6,2863.5
SDNetViews,41.8,36.5,69,36.4,65.9,22,58.5,65.9,47.1,10.3,49,27.6,290,98.9,468,99.2,45.1,132,65.7,22.3,76.4,20.5,57.9,6.35,252,139,94.2,79.7,137,79.9,93.6,80,2867.75
SDNetViews,70.8,7.83,78.9,36.9,65.9,34.5,59.3,11.7,55.3,15.5,79.4,45.4,337,121,342,154,57.2,49.2,73.2,34.8,67,26.4,56.3,27.8,203,93.2,134,92.7,98.7,110,130,92.7,2861.63
SDNetViews,92.8,40.6,56.1,16.2,77.7,16.1,41.3,23.2,60.5,20.7,48.8,70.2,279,111,463,102,77.2,7.05,47.9,66,68.4,34,47,44,96.1,84.4,90.2,84.5,204,151,161,84.3,2866.25
SDNetViews,63.6,9.7,71,34.4,21,20,55.8,7.09,39.2,6.67,59.6,43.6,231,182,341,203,255,50.8,7.68,19.4,60.6,18.2,58,55.3,145,79.8,266,65.9,143,80.1,95.4,79.9,2868.74
SDNetViews,70.9,47.2,51.1,69.3,71.8,8.72,66.8,6.64,50.1,12.9,48.4,48.8,263,92.1,495,107,70.2,51.2,63,52.8,119,15.3,21.7,9.5,108,83.2,129,187,203,82.5,81.2,80.7,2867.06
SDNetViews,76.3,21.2,60.7,22.4,74.9,24.5,76.8,63.1,76.3,19.9,69.4,15.9,348,154,283,171,66.5,46,75.3,14.7,61.9,20.2,55.7,13.9,138,85.7,184,85.9,114,112,152,84.2,2867.4
