ref_ifwd_sender,71.7,72.5,62.5,276.0,12.3,71.1,60.0,61.2,73.3,50.8,72.9,71.4,40.4,40.7,5.74,3.73,3.78,40.8,16.1,41.4,41.5,36.2,27.9,16.7,41.3,3.86,41.7,43.5,42.6,30.5,41.3,40.8,41.0,40.8,27.9,13.6,41.2,41.1,30.8,40.8,72.6,9.37
ref_ifwd_sender,75.2,77.0,104.0,67.6,75.7,74.6,76.7,74.9,116.0,77.3,59.6,75.3,67.1,62.6,33.2,26.7,68.3,70.4,60.5,7.13,25.3,16.0,17.9,12.7,37.5,11.3,33.1,6.91,33.0,39.8,26.1,13.9,7.85,60.8,6.91,10.8,51.8,50.0,12.9,15.5,14.6,50.9
ref_ifwd_sender,75.1,73.7,75.7,74.5,67.2,72.1,75.6,75.0,118.0,74.7,117.0,55.0,21.0,7.68,42.6,57.9,39.8,57.8,26.6,28.9,6.6,22.9,50.3,14.1,319.0,5.94,39.1,45.9,13.9,19.5,5.68,26.4,16.6,7.83,9.59,7.03,17.6,6.14,7.88,8.33,5.37,14.3
ref_ifwd_sender,71.4,76.8,77.4,73.8,76.8,97.8,69.4,103.0,77.6,76.0,76.5,76.0,120.0,60.9,15.2,34.2,10.3,5.8,60.2,30.6,12.1,32.8,10.9,13.1,15.2,47.3,6.22,30.1,6.52,5.71,15.2,37.5,6.77,16.6,60.5,6.45,60.4,5.81,5.9,10.7,183.0,23.7
ref_ifwd_sender,83.6,69.4,79.9,78.5,73.6,70.0,80.6,79.3,80.1,80.5,109.0,68.4,68.4,7.03,36.7,11.4,29.7,68.3,22.5,64.8,9.76,6.6,14.9,15.1,22.4,9.81,62.7,14.0,42.5,203.0,15.1,6.29,9.29,10.6,15.0,28.5,15.0,6.2,61.6,41.0,14.9,17.2
ref_ifwd_sender,74.2,59.1,76.2,76.7,72.6,74.7,76.6,78.2,131.0,78.4,77.4,77.6,27.4,12.5,69.2,40.5,11.5,8.63,123.0,7.82,57.1,15.0,6.58,67.4,20.0,27.4,24.6,15.0,43.0,61.8,26.3,13.5,9.6,7.22,6.12,27.1,67.6,15.0,67.8,19.2,29.7,23.3
ref_ifwd_sender,75.6,119.0,77.3,73.9,76.4,76.4,112.0,64.7,72.0,60.0,75.8,70.9,50.0,10.5,53.9,52.1,57.2,69.6,15.2,64.5,12.2,12.9,38.2,69.0,23.4,21.0,7.37,17.2,16.4,21.3,30.0,10.9,8.18,28.2,14.1,62.6,64.0,27.3,41.3,35.4,7.16,11.6
ref_ifwd_sender,70.2,123.0,64.2,65.2,73.5,70.9,73.1,71.1,126.0,73.1,70.7,70.4,6.24,25.0,57.6,8.65,30.8,9.84,5.32,28.8,28.4,6.39,28.5,7.54,50.8,7.23,9.96,5.61,6.42,40.0,110.0,50.3,9.82,42.1,5.08,102.0,55.3,56.4,5.54,23.9,122.0,5.16
ref_ifwd_sender,75.7,61.5,77.6,73.6,75.4,67.1,48.6,74.8,76.8,177.0,75.1,71.4,18.9,61.2,39.4,38.5,62.6,62.6,9.35,13.8,7.4,32.1,12.3,17.7,6.63,5.7,13.2,53.3,19.2,62.3,8.54,61.8,8.39,15.9,5.62,34.7,132.0,24.8,62.6,20.4,5.94,35.1
ref_ifwd_sender,66.9,69.9,76.7,118.0,71.7,103.0,67.8,71.6,77.1,76.6,76.9,77.6,55.0,10.8,57.3,61.9,10.1,37.8,30.3,31.0,11.5,26.9,59.4,9.09,20.4,17.0,9.38,32.7,13.0,17.6,57.7,7.17,12.3,40.7,9.14,59.3,15.6,182.0,30.4,12.2,8.82,7.52
