-----------------------------------------------------------
Server listening on 83
-----------------------------------------------------------
Accepted connection from 10.0.0.3, port 60732
[  5] local 10.0.0.10 port 83 connected to 10.0.0.3 port 33440
[  8] local 10.0.0.10 port 83 connected to 10.0.0.3 port 33486
[ 10] local 10.0.0.10 port 83 connected to 10.0.0.3 port 33542
[ 12] local 10.0.0.10 port 83 connected to 10.0.0.3 port 33608
[ 14] local 10.0.0.10 port 83 connected to 10.0.0.3 port 33636
[ 16] local 10.0.0.10 port 83 connected to 10.0.0.3 port 33676
[ 18] local 10.0.0.10 port 83 connected to 10.0.0.3 port 33718
[ 20] local 10.0.0.10 port 83 connected to 10.0.0.3 port 33758
[ 22] local 10.0.0.10 port 83 connected to 10.0.0.3 port 33800
[ 24] local 10.0.0.10 port 83 connected to 10.0.0.3 port 33842
[ 26] local 10.0.0.10 port 83 connected to 10.0.0.3 port 33876
[ 28] local 10.0.0.10 port 83 connected to 10.0.0.3 port 33916
[ 30] local 10.0.0.10 port 83 connected to 10.0.0.3 port 33958
[ 32] local 10.0.0.10 port 83 connected to 10.0.0.3 port 33992
[ 34] local 10.0.0.10 port 83 connected to 10.0.0.3 port 34030
[ 36] local 10.0.0.10 port 83 connected to 10.0.0.3 port 34066
[ 38] local 10.0.0.10 port 83 connected to 10.0.0.3 port 34110
[ 40] local 10.0.0.10 port 83 connected to 10.0.0.3 port 34146
[ 42] local 10.0.0.10 port 83 connected to 10.0.0.3 port 34182
[ 44] local 10.0.0.10 port 83 connected to 10.0.0.3 port 34226
[ 46] local 10.0.0.10 port 83 connected to 10.0.0.3 port 34270
[ 48] local 10.0.0.10 port 83 connected to 10.0.0.3 port 34300
[ 50] local 10.0.0.10 port 83 connected to 10.0.0.3 port 34334
[ 52] local 10.0.0.10 port 83 connected to 10.0.0.3 port 34370
[ 54] local 10.0.0.10 port 83 connected to 10.0.0.3 port 34402
[ 56] local 10.0.0.10 port 83 connected to 10.0.0.3 port 34434
[ 58] local 10.0.0.10 port 83 connected to 10.0.0.3 port 34466
[ 60] local 10.0.0.10 port 83 connected to 10.0.0.3 port 34502
[ 62] local 10.0.0.10 port 83 connected to 10.0.0.3 port 34540
[ 64] local 10.0.0.10 port 83 connected to 10.0.0.3 port 34580
[ 66] local 10.0.0.10 port 83 connected to 10.0.0.3 port 34612
[ 68] local 10.0.0.10 port 83 connected to 10.0.0.3 port 34648
[ 70] local 10.0.0.10 port 83 connected to 10.0.0.3 port 34690
[ 72] local 10.0.0.10 port 83 connected to 10.0.0.3 port 34726
[ 74] local 10.0.0.10 port 83 connected to 10.0.0.3 port 34742
[ 76] local 10.0.0.10 port 83 connected to 10.0.0.3 port 34758
[ 78] local 10.0.0.10 port 83 connected to 10.0.0.3 port 34780
[ 80] local 10.0.0.10 port 83 connected to 10.0.0.3 port 34798
[ 82] local 10.0.0.10 port 83 connected to 10.0.0.3 port 34816
[ 84] local 10.0.0.10 port 83 connected to 10.0.0.3 port 34836
[ 86] local 10.0.0.10 port 83 connected to 10.0.0.3 port 34850
[ 88] local 10.0.0.10 port 83 connected to 10.0.0.3 port 34906
[ 90] local 10.0.0.10 port 83 connected to 10.0.0.3 port 34908
[ 92] local 10.0.0.10 port 83 connected to 10.0.0.3 port 34910
[ 94] local 10.0.0.10 port 83 connected to 10.0.0.3 port 34912
[ 96] local 10.0.0.10 port 83 connected to 10.0.0.3 port 34916
[ 98] local 10.0.0.10 port 83 connected to 10.0.0.3 port 34918
[100] local 10.0.0.10 port 83 connected to 10.0.0.3 port 34920
[102] local 10.0.0.10 port 83 connected to 10.0.0.3 port 34922
[104] local 10.0.0.10 port 83 connected to 10.0.0.3 port 34924
[ ID] Interval           Transfer     Bitrate
[  5]   0.00-1.00   sec   126 KBytes  1.03 Mbits/sec                  
[  8]   0.00-1.00   sec   158 KBytes  1.30 Mbits/sec                  
[ 10]   0.00-1.00   sec   204 KBytes  1.67 Mbits/sec                  
[ 12]   0.00-1.00   sec   180 KBytes  1.47 Mbits/sec                  
[ 14]   0.00-1.00   sec  84.8 KBytes   695 Kbits/sec                  
[ 16]   0.00-1.00   sec   154 KBytes  1.26 Mbits/sec                  
[ 18]   0.00-1.00   sec   161 KBytes  1.32 Mbits/sec                  
[ 20]   0.00-1.00   sec   208 KBytes  1.70 Mbits/sec                  
[ 22]   0.00-1.00   sec   116 KBytes   950 Kbits/sec                  
[ 24]   0.00-1.00   sec   120 KBytes   985 Kbits/sec                  
[ 26]   0.00-1.00   sec   191 KBytes  1.56 Mbits/sec                  
[ 28]   0.00-1.00   sec  72.1 KBytes   591 Kbits/sec                  
[ 30]   0.00-1.00   sec   133 KBytes  1.09 Mbits/sec                  
[ 32]   0.00-1.00   sec  50.9 KBytes   417 Kbits/sec                  
[ 34]   0.00-1.00   sec   132 KBytes  1.08 Mbits/sec                  
[ 36]   0.00-1.00   sec   102 KBytes   834 Kbits/sec                  
[ 38]   0.00-1.00   sec   160 KBytes  1.31 Mbits/sec                  
[ 40]   0.00-1.00   sec   148 KBytes  1.22 Mbits/sec                  
[ 42]   0.00-1.00   sec   171 KBytes  1.40 Mbits/sec                  
[ 44]   0.00-1.00   sec   140 KBytes  1.15 Mbits/sec                  
[ 46]   0.00-1.00   sec   157 KBytes  1.29 Mbits/sec                  
[ 48]   0.00-1.00   sec   100 KBytes   822 Kbits/sec                  
[ 50]   0.00-1.00   sec   163 KBytes  1.33 Mbits/sec                  
[ 52]   0.00-1.00   sec   143 KBytes  1.17 Mbits/sec                  
[ 54]   0.00-1.00   sec   140 KBytes  1.15 Mbits/sec                  
[ 56]   0.00-1.00   sec   147 KBytes  1.20 Mbits/sec                  
[ 58]   0.00-1.00   sec   115 KBytes   938 Kbits/sec                  
[ 60]   0.00-1.00   sec   133 KBytes  1.09 Mbits/sec                  
[ 62]   0.00-1.00   sec   151 KBytes  1.24 Mbits/sec                  
[ 64]   0.00-1.00   sec  83.4 KBytes   683 Kbits/sec                  
[ 66]   0.00-1.00   sec   175 KBytes  1.44 Mbits/sec                  
[ 68]   0.00-1.00   sec   137 KBytes  1.12 Mbits/sec                  
[ 70]   0.00-1.00   sec  69.3 KBytes   568 Kbits/sec                  
[ 72]   0.00-1.00   sec   175 KBytes  1.44 Mbits/sec                  
[ 74]   0.00-1.00   sec   174 KBytes  1.42 Mbits/sec                  
[ 76]   0.00-1.00   sec  69.3 KBytes   568 Kbits/sec                  
[ 78]   0.00-1.00   sec   195 KBytes  1.60 Mbits/sec                  
[ 80]   0.00-1.00   sec  84.8 KBytes   695 Kbits/sec                  
[ 82]   0.00-1.00   sec   123 KBytes  1.01 Mbits/sec                  
[ 84]   0.00-1.00   sec   134 KBytes  1.10 Mbits/sec                  
[ 86]   0.00-1.00   sec  58.0 KBytes   475 Kbits/sec                  
[ 88]   0.00-1.00   sec   115 KBytes   938 Kbits/sec                  
[ 90]   0.00-1.00   sec   117 KBytes   961 Kbits/sec                  
[ 92]   0.00-1.00   sec   163 KBytes  1.33 Mbits/sec                  
[ 94]   0.00-1.00   sec  83.4 KBytes   683 Kbits/sec                  
[ 96]   0.00-1.00   sec   157 KBytes  1.29 Mbits/sec                  
[ 98]   0.00-1.00   sec   113 KBytes   927 Kbits/sec                  
[100]   0.00-1.00   sec  53.7 KBytes   440 Kbits/sec                  
[102]   0.00-1.00   sec  66.5 KBytes   544 Kbits/sec                  
[104]   0.00-1.00   sec   158 KBytes  1.30 Mbits/sec                  
[SUM]   0.00-1.00   sec  6.41 MBytes  53.8 Mbits/sec                  
- - - - - - - - - - - - - - - - - - - - - - - - -
[  5]   1.00-2.00   sec  0.00 Bytes  0.00 bits/sec                  
[  8]   1.00-2.00   sec   158 KBytes  1.30 Mbits/sec                  
[ 10]   1.00-2.00   sec  60.8 KBytes   498 Kbits/sec                  
