-----------------------------------------------------------
Server listening on 82
-----------------------------------------------------------
Accepted connection from 10.0.0.2, port 48898
[  5] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49156
[  8] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49166
[ 10] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49178
[ 12] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49190
[ 14] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49200
[ 16] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49212
[ 18] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49222
[ 20] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49238
[ 22] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49248
[ 24] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49262
[ 26] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49276
[ 28] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49292
[ 30] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49306
[ 32] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49318
[ 34] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49332
[ 36] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49342
[ 38] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49352
[ 40] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49372
[ 42] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49388
[ 44] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49398
[ 46] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49414
[ 48] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49426
[ 50] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49440
[ 52] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49460
[ 54] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49470
[ 56] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49510
[ 58] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49536
[ 60] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49572
[ 62] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49604
[ 64] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49638
[ 66] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49676
[ 68] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49714
[ 70] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49766
[ 72] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49840
[ 74] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49900
[ 76] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49946
[ 78] local 10.0.0.11 port 82 connected to 10.0.0.2 port 49978
[ 80] local 10.0.0.11 port 82 connected to 10.0.0.2 port 50016
[ 82] local 10.0.0.11 port 82 connected to 10.0.0.2 port 50072
[ 84] local 10.0.0.11 port 82 connected to 10.0.0.2 port 50118
[ 86] local 10.0.0.11 port 82 connected to 10.0.0.2 port 50166
[ 88] local 10.0.0.11 port 82 connected to 10.0.0.2 port 50210
[ 90] local 10.0.0.11 port 82 connected to 10.0.0.2 port 50256
[ 92] local 10.0.0.11 port 82 connected to 10.0.0.2 port 50298
[ 94] local 10.0.0.11 port 82 connected to 10.0.0.2 port 50342
[ 96] local 10.0.0.11 port 82 connected to 10.0.0.2 port 50390
[ 98] local 10.0.0.11 port 82 connected to 10.0.0.2 port 50428
[100] local 10.0.0.11 port 82 connected to 10.0.0.2 port 50480
[102] local 10.0.0.11 port 82 connected to 10.0.0.2 port 50510
[104] local 10.0.0.11 port 82 connected to 10.0.0.2 port 50534
[ ID] Interval           Transfer     Bitrate
[  5]   0.00-1.00   sec   392 KBytes  3.19 Mbits/sec                  
[  8]   0.00-1.00   sec   652 KBytes  5.32 Mbits/sec                  
[ 10]   0.00-1.00   sec   629 KBytes  5.13 Mbits/sec                  
[ 12]   0.00-1.00   sec   632 KBytes  5.16 Mbits/sec                  
[ 14]   0.00-1.00   sec   624 KBytes  5.09 Mbits/sec                  
[ 16]   0.00-1.00   sec   619 KBytes  5.05 Mbits/sec                  
[ 18]   0.00-1.00   sec   660 KBytes  5.39 Mbits/sec                  
[ 20]   0.00-1.00   sec   461 KBytes  3.76 Mbits/sec                  
[ 22]   0.00-1.00   sec   656 KBytes  5.35 Mbits/sec                  
[ 24]   0.00-1.00   sec   392 KBytes  3.19 Mbits/sec                  
[ 26]   0.00-1.00   sec   621 KBytes  5.06 Mbits/sec                  
[ 28]   0.00-1.00   sec   397 KBytes  3.24 Mbits/sec                  
[ 30]   0.00-1.00   sec   389 KBytes  3.17 Mbits/sec                  
[ 32]   0.00-1.00   sec   444 KBytes  3.62 Mbits/sec                  
[ 34]   0.00-1.00   sec   646 KBytes  5.27 Mbits/sec                  
[ 36]   0.00-1.00   sec   624 KBytes  5.09 Mbits/sec                  
[ 38]   0.00-1.00   sec   648 KBytes  5.28 Mbits/sec                  
[ 40]   0.00-1.00   sec   631 KBytes  5.14 Mbits/sec                  
[ 42]   0.00-1.00   sec   594 KBytes  4.84 Mbits/sec                  
[ 44]   0.00-1.00   sec   607 KBytes  4.95 Mbits/sec                  
[ 46]   0.00-1.00   sec   600 KBytes  4.89 Mbits/sec                  
[ 48]   0.00-1.00   sec   383 KBytes  3.13 Mbits/sec                  
[ 50]   0.00-1.00   sec   382 KBytes  3.11 Mbits/sec                  
[ 52]   0.00-1.00   sec   522 KBytes  4.26 Mbits/sec                  
[ 54]   0.00-1.00   sec   386 KBytes  3.15 Mbits/sec                  
[ 56]   0.00-1.00   sec   494 KBytes  4.03 Mbits/sec                  
[ 58]   0.00-1.00   sec   423 KBytes  3.45 Mbits/sec                  
[ 60]   0.00-1.00   sec   393 KBytes  3.21 Mbits/sec                  
[ 62]   0.00-1.00   sec   404 KBytes  3.30 Mbits/sec                  
[ 64]   0.00-1.00   sec   404 KBytes  3.30 Mbits/sec                  
[ 66]   0.00-1.00   sec   393 KBytes  3.21 Mbits/sec                  
[ 68]   0.00-1.00   sec   390 KBytes  3.18 Mbits/sec                  
[ 70]   0.00-1.00   sec   365 KBytes  2.98 Mbits/sec                  
[ 72]   0.00-1.00   sec   365 KBytes  2.98 Mbits/sec                  
[ 74]   0.00-1.00   sec   365 KBytes  2.98 Mbits/sec                  
[ 76]   0.00-1.00   sec   390 KBytes  3.18 Mbits/sec                  
[ 78]   0.00-1.00   sec   390 KBytes  3.18 Mbits/sec                  
[ 80]   0.00-1.00   sec   390 KBytes  3.18 Mbits/sec                  
[ 82]   0.00-1.00   sec   390 KBytes  3.18 Mbits/sec                  
[ 84]   0.00-1.00   sec   390 KBytes  3.18 Mbits/sec                  
[ 86]   0.00-1.00   sec   382 KBytes  3.11 Mbits/sec                  
[ 88]   0.00-1.00   sec   390 KBytes  3.18 Mbits/sec                  
[ 90]   0.00-1.00   sec   390 KBytes  3.18 Mbits/sec                  
[ 92]   0.00-1.00   sec   376 KBytes  3.07 Mbits/sec                  
[ 94]   0.00-1.00   sec   344 KBytes  2.80 Mbits/sec                  
[ 96]   0.00-1.00   sec   344 KBytes  2.80 Mbits/sec                  
[ 98]   0.00-1.00   sec   346 KBytes  2.83 Mbits/sec                  
[100]   0.00-1.00   sec   344 KBytes  2.80 Mbits/sec                  
[102]   0.00-1.00   sec   344 KBytes  2.80 Mbits/sec                  
[104]   0.00-1.00   sec   349 KBytes  2.85 Mbits/sec                  
[SUM]   0.00-1.00   sec  22.6 MBytes   189 Mbits/sec                  
- - - - - - - - - - - - - - - - - - - - - - - - -
[  5]   1.00-2.00   sec   153 KBytes  1.26 Mbits/sec                  
[  8]   1.00-2.00   sec   151 KBytes  1.24 Mbits/sec                  
[ 10]   1.00-2.00   sec   150 KBytes  1.23 Mbits/sec                  
