fwd_sender,456.0,479.0
fwd_receiver,455.0,478.0
fwd_sender,503.0,436.0
fwd_receiver,502.0,435.0
fwd_sender,441.0,498.0
fwd_receiver,440.0,497.0
fwd_sender,685.0,252.0
fwd_receiver,683.0,251.0
fwd_sender,498.0,439.0
fwd_receiver,498.0,439.0
fwd_sender,389.0,548.0
fwd_receiver,389.0,547.0
fwd_sender,550.0,388.0
fwd_receiver,550.0,388.0
fwd_sender,490.0,448.0
fwd_receiver,489.0,447.0
fwd_sender,513.0,425.0
fwd_receiver,512.0,424.0
fwd_sender,374.0,564.0
fwd_receiver,374.0,564.0
