application,1_1,1_2,1_3,1_4,2_1,2_2,2_3,2_4,3_1,3_2,3_3,3_4,4_1,4_2,4_3,4_4,5_1,5_2,5_3,5_4,6_1,6_2,6_3,6_4,7_1,7_2,7_3,7_4,8_1,8_2,8_3,8_4,Aggregate
ONOS ifwd,73.6,8.1,65.1,48.4,55.9,58.3,40.2,30.4,74.1,6.5,71.5,16.8,259,117,365,214,66.5,23,71.9,14.9,113,11,62.5,42.5,184,90.8,178,90.3,128,90.4,102,90.8,2863.5
ONOS ifwd,80.9,29.4,39.2,12.3,80,39.5,16.3,28.3,77.6,33,67.7,48.9,253,104,495,101,78.4,30.4,66.2,35.5,81.2,21.7,48.6,36.8,206,126,136,88.8,95.2,82.9,83.8,134,2857.6
ONOS ifwd,66.2,29.7,81.5,40.7,52.2,19.7,75.4,6.8,24.5,47.1,80.1,66.6,393,98.3,364,98.5,44.5,34.5,79.7,15,37.9,49.9,78.2,22.7,254,77.6,97.1,76.7,82.2,76.7,97,193,2861
ONOS ifwd,75.1,49.5,73.3,72.4,74.9,21.9,76.1,7.38,38.9,16.2,41.3,15.9,269,113,416,157,76.9,11.1,74.4,26.7,65.9,49.9,75.5,11.4,179,139,99.3,88.2,175,86.1,99.2,89.1,2864.58
ONOS ifwd,78.2,70.2,78.9,24.7,75.4,6.97,58.2,71.3,9.36,34.2,78.4,25.6,292,146,332,186,76,16.7,73.3,6.93,78,11.6,72.6,7.15,182,85.4,114,85.9,164,86.1,148,89.4,2864.51
ONOS ifwd,70.8,29.1,65,45.8,69.7,24.7,41.1,38.3,66.2,18,47.7,28.6,435,111,255,154,69.3,22.8,73.3,22.1,58.9,26.6,73.5,62.8,92.8,94.3,179,93.8,92.8,89.9,220,92.1,2864
ONOS ifwd,64.9,57,73,33.1,35.1,60.3,72.4,64,66.8,16.1,46.1,38.8,432,97.5,268,156,55,10.7,62.5,27.5,39.7,60.6,50.1,20,166,78.2,97.2,77.4,93.9,82.6,284,73.9,2860.4
ONOS ifwd,52.7,70.9,81.5,45.1,73.4,17.6,81.5,9.79,31.4,29.1,47.7,69.7,383,108,356,107,67.3,11.5,110,7.11,65.8,28.1,46.4,6.77,169,104,120,93.1,112,96.9,110,149,2861.37
ONOS ifwd,93,8.28,56.4,62.2,57.8,25.1,46.9,12.7,67,7.38,49,19.2,314,97.1,328,215,90.9,126,27.4,27.3,86.7,37.3,40.3,13.3,101,76.9,229,75.7,144,74.3,178,75,2862.16
ONOS ifwd,75.1,50.5,45.1,14.6,72.1,31.8,124,8.46,74.6,9.86,57.1,57.1,276,281,302,97.1,74.6,11.1,46.5,42.1,65.4,50.6,34.6,9.58,230,74.6,182,74.1,87.9,76.2,165,65.7,2866.4
ONOS ifwd,64.6,40.2,7.64,23.3,29.5,38.2,27,70.4,41.8,39.7,258,7.03,395,115,331,111,12.2,16.5,66.1,29.5,50.3,30.3,40.9,59,217,87,129,88,142,87.2,92.7,109,2856.07
ONOS ifwd,39.6,69.1,39,21.2,101,41.4,72.5,14.4,41.2,49.9,58.2,16.9,323,157,373,102,71.1,21.8,71.1,64.7,63,23.7,64.9,9.23,226,79.4,115,130,89.5,79.5,160,74.3,2862.63
ONOS ifwd,71.1,18.9,16.7,25.9,15.4,6.39,25.4,6.29,9.44,54.4,208,8.92,319,217,307,109,20.7,20.5,176,6.1,68,130,59.9,5.76,257,85.8,81.2,85.4,191,85.5,81,85.1,2857.8
ONOS ifwd,58.6,65.9,69.9,8.49,78.1,19.7,37.9,15.3,51.6,6.8,73.3,20.4,395,98.1,303,157,63.3,8.57,74.9,131,39.7,6.31,69.8,53.7,158,126,218,79.1,109,79.2,106,78.7,2860.37
ONOS ifwd,98.3,47.3,89,29.9,69.5,22.3,48.6,27.1,48.5,7.77,61.7,20,415,112,316,112,8.67,55.9,69.4,31.1,68.7,48.2,92.7,9.69,87.7,90.7,156,90.3,160,86.8,121,162,2863.83
ONOS ifwd,73.3,13.2,78.4,16,76,26.2,74.6,55.6,125,7.99,44.3,7.01,376,135,244,198,55.7,16.2,52.1,38.8,60.5,16.1,66.7,48,92.8,134,186,81.4,94.4,80.5,205,77.5,2856.3
ONOS ifwd,73.8,16.5,8.12,56.6,72.5,35,71.2,68.1,11.3,52.9,110,7.57,439,87.4,340,87.5,75.3,14.4,38.7,30.1,63,62.1,71.3,15.7,122,83.2,95,82.4,97.7,139,219,116,2862.39
ONOS ifwd,22.3,8.7,69.1,39.8,72.9,19.8,75.7,35.2,53.6,54.4,74.6,11.5,457,179,215,102,72.8,25.5,64.2,39.1,74,53.8,71.7,13.9,99.8,91.9,128,109,100,84.7,255,83.6,2857.6
ONOS ifwd,72.6,69.8,70,11.3,63,69.3,70.8,31.6,61.2,7.39,62.3,8.72,402,94.8,308,149,74.5,37.9,51.7,8.8,72.4,10.2,70.9,28.7,102,139,223,99.9,105,93.7,97.5,92.5,2859.51
ONOS ifwd,77.3,28.3,61.5,27,73.4,52.6,40,38.9,29.6,41.7,68,70,350,98.9,410,97.5,62.1,12.3,65.1,33.7,59.1,11,67.9,36.6,127,86.8,147,84.5,178,90.7,96.5,145,2868
ONOS ifwd,75,67.6,62.1,6.53,29.7,68.4,122,22.6,65.6,11.8,67.4,15.8,302,261,292,99.4,95.2,8.32,67.3,17.1,63.3,15.2,65.5,7.73,218,88,176,90,106,87.8,103,86.4,2863.78
ONOS ifwd,75.3,37.7,50.4,39.7,63.8,60.9,73.7,27.5,70.7,25.2,72.8,16.7,319,107,337,192,74.3,21.6,73.5,20.7,64,26.7,44.1,15.3,200,77.2,88.3,136,88.4,76.8,215,72.9,2864.2
ONOS ifwd,128,12.9,72.8,20.1,41.7,25.4,35.4,63.9,56.4,14,73.4,125,333,227,252,143,68.7,25,57.2,15.1,25,9.1,70.7,15.2,197,83.9,226,83.5,105,83.2,167,7.77,2863.37
ONOS ifwd,81.5,15.8,31.3,17,10.2,22.3,66.1,63.5,79.7,40,62.5,153,442,107,312,93.6,78.5,43.1,7.64,14.5,45.8,23.1,89.4,10.5,109,75.9,238,79.8,109,125,148,71.2,2865.94
ONOS ifwd,79.9,45.5,61.8,57.1,70.8,60.9,65,19.7,37.3,24.3,28.8,10.4,298,101,455,101,74.2,37.3,77.3,38.3,70.1,7.02,64.6,24.4,184,87.2,92.2,86.2,141,169,110,85.2,2864.52
ONOS ifwd,53.9,70.7,72,15.7,60.5,69.2,50.4,11.6,49.4,8.23,78.1,32.4,311,112,424,106,70.1,12.1,76.7,6.58,38.4,28.2,7.54,142,197,82.7,148,80.2,174,95.5,97.3,79.9,2861.35
ONOS ifwd,73.9,67.1,45.3,41.7,70.3,34.6,10.1,13.6,76.6,12,36.8,37.8,297,107,379,171,75.2,133,62.8,51.4,37.6,10.4,56,7.71,103,77.4,97.8,70.7,220,63.4,266,55.7,2861.91
ONOS ifwd,57.4,50.3,146,6.65,70.9,28.7,40.7,9.48,76.4,49.2,74,9.75,333,222,239,161,50.1,38.1,67.6,17.6,67.2,15.7,62,16.2,200,82.1,89.7,82.6,99,82.2,237,81.7,2863.28
ONOS ifwd,22.9,17.9,60.5,64.5,66.6,10.8,8.61,8.54,36.7,57.5,67.4,6.58,271,96,455,133,65.1,8.79,58.8,244,54.4,29,34.3,31,164,79.6,172,74.5,274,80.8,96.6,11.6,2862.02
ONOS ifwd,154,28.8,53.2,10.6,32.7,7.4,80.4,24.7,156,7.59,72.9,7.47,224,148,349,231,19.7,7.69,81.5,29.1,66.1,7.7,62,42.5,94.1,143,148,85.1,208,85.1,105,84.6,2856.95
ONOS ifwd,73,68.1,143,32.1,49.3,69.1,66.6,23.4,19.1,34.7,56.7,27.1,432,103,303,116,40.6,16.6,77.3,19.1,35.5,15.5,50,36.3,109,97,156,97.1,195,96.7,101,101,2859.9
ONOS ifwd,79.1,44.8,49,59.7,70.8,32.2,68.5,9.39,76.1,63.4,60.2,28.7,338,180,314,122,42,6.72,62,50.4,79,50.1,11,10.5,93.9,76.9,221,77.4,175,75.3,168,66.2,2861.31
ONOS ifwd,74.4,16.3,59.8,14.1,57.8,8.38,54.4,64.4,43,12.1,51.1,37.2,310,155,404,85.1,43.1,29.9,47.9,20.6,60.8,7.89,59.3,191,252,81.8,96.9,81.1,111,81.4,181,68.5,2861.27
ONOS ifwd,63.9,58.3,25.5,5.64,51.3,7.46,78.3,32.7,65.5,6.49,124,58.4,296,151,377,130,26.5,9.23,32.1,117,20.5,58.6,84.9,28,107,76,122,74.7,322,67.9,109,73,2859.92
ONOS ifwd,66.3,9.61,138,8.68,67.2,31,64.5,7.21,60.7,51.4,42.4,7.16,490,93.6,281,90.9,23.5,150,37.7,6.84,66.4,27.1,60.2,29.5,93.5,224,203,73.1,88,77.7,128,66.6,2864.8
ONOS ifwd,76.6,35.4,68.2,39.1,71.3,9.47,76.5,40.5,49.3,8.91,38.9,69.7,374,161,269,149,74.7,13.8,76.8,16.7,66.8,9.04,101,8.38,98.4,84.1,94.8,141,142,82.8,226,81.7,2854.9
ONOS ifwd,69.6,51,64.1,64.4,67.2,57,18.1,12.6,64.8,19.3,63,37.7,364,93.1,267,232,63.4,25.7,82.7,30.1,64.9,11.5,71.9,15.4,136,75.7,274,76.5,125,77.6,114,75.7,2865
ONOS ifwd,74.5,63,142,24.1,74.8,7.12,40.7,28.1,65.8,20.2,67.9,36.6,295,166,395,97.5,73.2,7.67,53.2,8.31,52.8,7.53,65.6,39.6,101,117,94.8,92.4,217,92.3,93.8,144,2858.53
ONOS ifwd,153,20,94.7,23.7,30.4,19.1,56.4,21.2,41.7,7.04,40.3,66.3,219,257,378,101,156,10.1,64.1,19,42.5,8.13,68.7,12.2,119,97.5,126,97.4,193,97.6,125,97.1,2862.17
ONOS ifwd,144,7.19,53.1,72.4,39.3,15.5,78.1,61.9,64.4,14.5,75.4,26.4,354,191,306,103,35.6,33.2,65.3,6.98,47.2,24.8,77.2,10.4,185,115,198,84.3,85.6,103,99.5,82.4,2859.67
ONOS ifwd,9.54,50.9,16.1,8.64,72.5,7.05,42.7,28.5,118,21.8,138,21.7,301,155,421,77.2,58.8,49.3,26.2,29.1,47.6,12,161,32.6,234,19.4,75.3,67.5,108,172,73.4,202,2857.83
ONOS ifwd,75.4,32,64.9,72.3,63.4,55.1,72.1,7.06,39.7,18.7,61.7,16.3,417,121,307,106,37,11.6,73.2,12.7,69.5,41.2,72.5,53.6,98.5,92.8,194,122,151,94.4,104,93.6,2851.26
ONOS ifwd,61.7,55.6,64.2,23.6,94.9,27.5,39.1,5.73,136,54.6,64.4,49.4,261,127,366,197,55,12.5,14.6,8.98,53.4,9.22,56.5,63,89.6,79.9,194,81.9,198,78.6,153,75.4,2851.33
ONOS ifwd,107,64.3,63.7,16.1,48.8,16,69.1,26.1,27.4,22.3,61.8,40.2,462,93.1,304,93.5,71.4,16.6,78.2,7.8,54.5,29.2,77.2,53,92.8,74.4,183,93.5,88.7,90,114,215,2854.7
ONOS ifwd,77.6,7.78,71.8,59,24.7,52.2,70.3,48.6,76.1,12.8,58.2,67.7,272,125,416,137,71.1,40.2,39.7,8.35,75.6,9.16,71.7,7.64,101,80.9,129,81.7,253,78.4,93.6,133,2850.83
ONOS ifwd,72.7,58.7,88.2,26.5,73.8,30.2,65.9,17.7,60.4,11.8,76.3,18.6,288,191,253,219,65,7.28,65.7,21.9,65.2,18.4,98.5,6.97,227,81.5,131,81,99.6,77.5,172,81.1,2851.45
ONOS ifwd,73,10.2,219,11.5,9.77,55.3,61.2,58.2,47.7,16.8,47.1,26.3,453,97.1,224,177,60.8,27.5,58.1,6.79,75,27.5,7.34,51.8,98.4,165,233,82.2,134,82.3,101,54.9,2852.8
ONOS ifwd,74.1,24.3,72,36,69.8,14.4,67.7,20.1,19,20.4,73.3,37.8,259,329,272,92,74.5,19.4,13.9,22.1,154,16.3,116,6.68,192,78.6,231,79,109,77.5,107,77.3,2855.18
ONOS ifwd,71.1,69.5,29.7,43.4,69.5,6.74,9.15,28.5,158,8.26,49.1,28.4,292,169,376,115,76.1,28,26.3,8.1,69.1,38.2,68.4,63.9,92.2,84.9,167,88.3,123,84.1,225,85.6,2851.55
ONOS ifwd,12.3,26.5,63.9,62.5,39.8,13,77.1,24.8,73.6,43.6,13.1,131,305,96.7,385,166,73.2,26.1,67.4,15.9,70.6,33.7,77,6.43,245,76.5,102,72.7,133,78.9,166,77.2,2855.53
ONOS ifwd,73.4,8.06,64.8,48.3,55.7,58.2,40.1,30.4,73.9,6.47,71.3,16.8,259,117,363,214,66.3,23,71.7,14.8,113,11,62.3,42.4,184,90.6,178,90.1,127,90.2,102,90.6,2857.43
ONOS ifwd,80.7,29.3,39.1,12.3,79.6,39.5,16.2,28.2,77.5,32.9,67.5,48.8,253,104,493,101,78.2,30.3,66.1,35.4,80.8,21.7,48.5,36.6,206,125,136,88.5,95,82.8,83.6,134,2851.1
ONOS ifwd,65.9,29.6,81.2,40.5,52.1,19.7,75.2,6.77,24.4,47,79.8,66.5,392,98.1,363,98.3,44.3,34.4,79.6,14.9,37.8,49.8,77.8,22.6,253,77.4,96.9,76.4,82,76.4,96.8,192,2852.17
ONOS ifwd,74.9,49.4,73.1,72.2,74.8,21.8,75.9,7.36,38.8,16.2,41.2,15.8,269,113,415,157,76.7,11.1,74.3,26.6,65.8,49.7,75.2,11.4,178,138,99.1,88.1,175,85.9,99.1,88.9,2858.36
ONOS ifwd,78,70.1,78.6,24.6,75.3,6.94,58,71,9.33,34.2,78.2,25.5,291,145,331,185,75.7,16.6,73.1,6.91,77.8,11.6,72.5,7.12,182,85.3,113,85.7,163,86,147,89.2,2854.3
ONOS ifwd,70.6,29,64.8,45.7,69.5,24.6,40.9,38.2,66,17.9,47.5,28.6,434,110,255,154,69,22.7,73.1,22,58.7,26.5,73.3,62.6,92.6,94.1,178,93.7,92.6,89.8,219,91.9,2855.9
ONOS ifwd,64.6,56.8,72.8,33,35,60.1,72.2,63.8,66.6,16.1,46,38.7,431,97.2,268,155,54.9,10.6,62.3,27.3,39.6,60.4,49.8,19.9,165,78.1,97,77.2,93.8,82.4,283,73.7,2851.9
ONOS ifwd,52.6,70.7,81.2,45,73.1,17.5,81.2,9.75,31.4,29.1,47.6,69.5,382,108,356,106,67.1,11.4,110,7.08,65.7,28,46.3,6.74,168,104,120,93,111,96.6,110,149,2854.57
ONOS ifwd,92.7,8.26,56.2,62,57.5,24.9,46.8,12.6,66.8,7.35,48.8,19.1,313,96.9,327,215,90.6,125,27.3,27.2,86.5,37.2,40.1,13.2,101,76.6,228,75.5,144,74.1,177,74.7,2852.91
ONOS ifwd,75,50.3,45,14.6,71.9,31.6,123,8.43,74.3,9.82,56.9,56.9,275,280,301,96.9,74.4,11.1,46.4,41.8,65.2,50.3,34.5,9.54,229,74.3,181,73.9,87.7,75.9,165,65.5,2856.19
ONOS ifwd,64.4,40,7.61,23.2,29.4,38.1,27,70.2,41.7,39.6,257,7,394,115,330,111,12.1,16.4,65.9,29.4,50.2,30.2,40.7,58.7,216,86.9,129,87.8,141,87,92.4,109,2847.91
ONOS ifwd,39.5,68.9,38.8,21.1,100,41.4,72.3,14.4,41.1,49.7,57.9,16.9,322,156,372,102,70.9,21.7,70.8,64.5,62.8,23.6,64.8,9.2,226,79.2,115,130,89.4,79.3,159,74.1,2854.3
ONOS ifwd,70.9,18.8,16.6,25.8,15.3,6.36,25.4,6.26,9.41,54.2,207,8.89,319,217,306,109,20.7,20.5,175,6.07,67.8,130,59.7,5.74,257,85.6,81,85.2,190,85.3,80.8,84.9,2851.23
ONOS ifwd,58.5,65.7,69.7,8.45,77.9,19.6,37.8,15.3,51.5,6.77,73,20.3,394,98,302,156,63,8.55,74.6,130,39.6,6.29,69.6,53.4,157,125,217,78.8,109,79,105,78.4,2848.76
ONOS ifwd,98,47.2,88.7,29.8,69.4,22.2,48.4,27,48.3,7.74,61.6,20,414,112,315,112,8.64,55.8,69.3,31,68.6,48.1,92.3,9.67,87.5,90.5,156,90.1,159,86.6,121,162,2857.45
ONOS ifwd,73.1,13.1,78.2,15.9,75.8,26.2,74.4,55.4,125,7.96,44.3,6.98,375,135,244,198,55.6,16.1,51.9,38.7,60.4,16,66.4,47.8,92.7,133,186,81.2,94.2,80.3,205,77.3,2850.94
ONOS ifwd,73.5,16.4,8.08,56.4,72.4,34.9,70.9,67.9,11.3,52.7,109,7.54,438,87.2,340,87.2,75.2,14.4,38.6,30,62.7,61.9,71.1,15.7,121,83,94.8,82.1,97.4,138,219,116,2854.32
ONOS ifwd,22.2,8.65,68.9,39.7,72.8,19.7,75.4,35.1,53.5,54.2,74.4,11.5,455,179,215,102,72.7,25.4,64,38.9,73.7,53.6,71.5,13.8,99.5,91.6,128,109,100,84.5,254,83.5,2850.75
ONOS ifwd,72.4,69.6,69.7,11.3,62.7,69.1,70.5,31.6,61,7.35,62.1,8.7,401,94.6,307,149,74.4,37.7,51.6,8.75,72.2,10.2,70.7,28.7,102,139,222,99.6,105,93.5,97.4,92.4,2852.8
ONOS ifwd,77,28.3,61.4,26.9,73.1,52.5,39.9,38.8,29.5,41.6,67.7,69.8,349,98.7,409,97.3,61.9,12.2,64.9,33.6,59,11,67.6,36.5,127,86.6,146,84.3,178,90.5,96.3,144,2859.9
ONOS ifwd,74.8,67.4,61.9,6.5,29.6,68.1,122,22.5,65.4,11.7,67.2,15.8,302,260,291,99.2,94.9,8.29,67.1,17,63.1,15.2,65.3,7.71,217,87.8,175,89.7,106,87.6,103,86.2,2856
ONOS ifwd,75.1,37.6,50.2,39.6,63.7,60.6,73.5,27.4,70.4,25.1,72.5,16.6,318,107,336,191,74.1,21.5,73.3,20.7,63.9,26.6,43.9,15.3,199,76.9,88.1,136,88.3,76.5,214,72.6,2855
ONOS ifwd,127,12.8,72.5,20,41.6,25.4,35.3,63.7,56.2,14,73.1,124,332,226,252,142,68.4,24.9,56.9,15.1,25,9.08,70.6,15.2,197,83.7,226,83.4,104,83,167,7.76,2854.64
ONOS ifwd,81.3,15.8,31.2,16.9,10.2,22.2,65.9,63.4,79.4,39.9,62.4,152,441,107,312,93.4,78.4,42.9,7.61,14.4,45.6,23.1,89,10.5,108,75.8,237,79.6,109,124,147,71,2856.91
ONOS ifwd,79.6,45.4,61.6,56.9,70.6,60.8,64.8,19.6,37.2,24.2,28.7,10.4,297,101,453,101,74,37.1,77,38.2,69.9,6.98,64.4,24.4,184,87.1,92.1,86,140,168,110,85,2855.98
ONOS ifwd,53.7,70.6,71.8,15.7,60.3,69.1,50.2,11.6,49.3,8.2,77.9,32.3,311,112,424,106,69.9,12.1,76.5,6.54,38.2,28.2,7.52,141,197,82.5,147,80.1,173,95.2,97.2,79.7,2855.36
ONOS ifwd,73.6,66.9,45.2,41.5,70.2,34.5,10,13.5,76.3,11.9,36.7,37.7,297,107,379,170,74.9,133,62.7,51.2,37.5,10.4,55.9,7.68,103,77.2,97.6,70.6,219,63.3,265,55.5,2855.48
ONOS ifwd,57.2,50.1,145,6.62,70.7,28.6,40.6,9.45,76.2,49,73.7,9.71,332,221,238,160,49.9,38,67.4,17.5,67,15.7,61.8,16.2,199,81.9,89.5,82.2,98.9,82,237,81.5,2853.38
ONOS ifwd,22.8,17.8,60.2,64.2,66.3,10.7,8.58,8.52,36.6,57.3,67.1,6.55,270,95.8,453,132,64.9,8.76,58.7,243,54.3,29,34.2,30.9,164,79.4,172,74.4,273,80.6,96.5,11.6,2852.71
ONOS ifwd,153,28.7,53.1,10.6,32.6,7.37,80.2,24.6,155,7.56,72.8,7.46,224,148,348,231,19.6,7.67,81.3,29,65.7,7.67,61.9,42.4,94,143,148,84.9,207,84.9,105,84.3,2850.33
ONOS ifwd,72.8,68,143,32,49.2,68.8,66.5,23.3,19,34.6,56.6,27,431,103,302,115,40.6,16.5,77.1,19,35.4,15.5,49.9,36.2,109,96.8,156,96.9,194,96.4,101,101,2853.1
ONOS ifwd,78.9,44.7,48.9,59.5,70.5,32.1,68.3,9.36,75.8,63.2,60,28.6,337,179,313,122,42,6.7,61.8,50.3,78.9,49.9,11,10.4,93.7,76.6,221,77.2,175,75,167,66.1,2853.46
ONOS ifwd,74.2,16.2,59.6,14,57.7,8.34,54.2,64.1,42.8,12.1,51,37.1,310,154,403,84.7,43,29.8,47.8,20.6,60.6,7.85,59.1,190,251,81.6,96.7,80.9,111,81.3,180,68.3,2852.59
ONOS ifwd,63.7,58,25.5,5.6,51.2,7.43,78,32.5,65.3,6.45,124,58.1,296,151,376,129,26.4,9.18,32,117,20.4,58.4,84.6,27.9,107,75.7,122,74.6,322,67.7,109,72.8,2854.46
ONOS ifwd,66.1,9.55,137,8.64,67,30.8,64.3,7.17,60.5,51.2,42.3,7.13,489,93.3,280,90.7,23.3,149,37.5,6.82,66,27.1,60,29.4,93.3,224,203,72.9,87.8,77.5,127,66.5,2855.81
ONOS ifwd,76.3,35.3,68,39,71.1,9.43,76.3,40.3,49.2,8.89,38.8,69.5,373,161,268,148,74.4,13.8,76.6,16.6,66.6,9.01,101,8.35,98.2,83.8,94.7,141,142,82.6,226,81.4,2848.18
ONOS ifwd,69.4,50.8,63.8,64.2,66.9,56.6,18,12.6,64.5,19.3,62.9,37.6,363,92.8,266,231,63.2,25.6,82.4,30,64.7,11.4,71.8,15.4,135,75.4,273,76.3,125,77.5,114,75.6,2855.7
ONOS ifwd,74.3,62.7,142,24,74.5,7.08,40.6,28,65.6,20.2,67.8,36.5,294,165,394,97.3,72.8,7.63,53,8.28,52.7,7.51,65.4,39.4,101,117,94.6,92.2,216,92.2,93.5,144,2850.8
ONOS ifwd,152,19.9,94.4,23.6,30.4,19.1,56.3,21.1,41.6,7,40.2,66.1,218,256,378,100,156,10.1,64,18.9,42.4,8.11,68.5,12.2,119,97.4,126,97.2,193,97.4,125,97,2855.91
ONOS ifwd,144,7.15,52.8,72.2,39.2,15.5,78,61.8,64.2,14.4,75.2,26.3,354,190,305,103,35.5,33.2,65.1,6.94,47.1,24.8,77.1,10.4,184,115,198,84.1,85.4,103,99.3,82.2,2853.89
SDNetViews (w/ verification),45.9,33.8,43.3,37.6,85.7,9.22,38.4,14,91.5,14.1,92.1,41.7,418,81.4,312,149,50.3,5.53,91.5,79.2,19.7,41,110,41.7,176,66.9,174,68.5,87.4,236,104,67,2926.45
SDNetViews (w/ verification),63.3,42.2,68,30.3,38.5,13.7,27.5,62.5,6.41,125,62.7,62.5,312,164,367,111,56.1,31.3,60,5.89,142,32.7,9.87,14.3,242,72,107,72.5,94.3,68.5,253,46.3,2864.37
SDNetViews (w/ verification),75,65,20.5,6.43,75.8,12.7,22.2,11,96.7,7.19,48.5,33.8,241,87.5,414,209,69.9,180,38.2,12.7,72.8,19.5,56.9,25.7,177,63.5,94.1,72.2,143,72.9,256,72.3,2853.02
SDNetViews (w/ verification),66.2,13.8,55,18.2,68.5,25.1,66.1,36.3,162,34.4,60,33.4,231,117,296,311,65.5,9.15,55.7,5.9,67.4,35.9,67.2,7.29,116,76,255,76.8,177,76.2,98.9,77.2,2861.14
SDNetViews (w/ verification),33.3,69.7,47.4,7.31,68.6,36,66.5,12.7,73.5,55.5,37.7,57.9,458,150,241,106,73.8,42,63.8,64,65.2,12.8,59.9,6.48,90.7,84.2,348,83.5,91.4,81.8,91,83.6,2863.29
SDNetViews (w/ verification),68.8,60.5,67.5,26.1,66.3,12.6,71.5,40.4,73.8,7.77,56.1,23.7,307,236,317,94.6,68.6,25.9,75.9,7.3,61.2,21,67.3,51.2,119,84.8,189,92,190,85.5,110,83.5,2861.87
SDNetViews (w/ verification),66.6,32,68,8.58,57,15.2,60.5,8.83,56.9,8.32,53.7,7.96,344,172,320,116,67.1,24,57.6,47.9,53.4,20.7,48.9,190,198,80.7,176,75.2,110,68.9,168,76.3,2858.29
SDNetViews (w/ verification),65,9.64,78.6,29,82.9,10.8,77.9,28.5,84.9,60.2,65.6,30.2,351,97.2,183,324,74.7,7.29,42.6,21.7,84.7,13.2,77.9,7.69,105,79.7,286,74.5,106,80.2,144,79.5,2863.12
SDNetViews (w/ verification),73.6,19.3,74.4,24.4,67.1,28.7,60.6,52.7,58.5,35,65.6,28,408,108,330,108,77.1,23.5,68.5,9.05,76.5,27.1,73,10.3,96.1,87.2,189,159,96.5,87.4,92.5,145,2859.65
SDNetViews (w/ verification),76.1,31.9,59.2,31.7,75.7,64.6,41.6,61.5,66,13.6,43.3,13.7,357,162,330,106,74.3,16.7,56.8,11.6,112,7.05,73.2,22.7,96.5,92.6,151,102,97,85.8,199,130,2862.15
SDNetViews (w/ verification),79.2,33.3,73.3,45.1,69.6,11.2,75,30.4,78.4,33.1,59,12.9,382,208,258,107,78.2,8.41,48,23.8,75.3,12.3,69,37.7,97.2,84.8,186,84.4,93.9,86.2,186,134,2860.71
SDNetViews (w/ verification),75.2,24.8,61.6,55,75.4,6.93,101,20.6,64.5,10.5,71.7,22,287,222,336,108,74.8,50.2,67.6,31.9,65.9,11.1,52.2,10.6,212,92.1,100,101,100,92.2,163,93,2859.83
SDNetViews (w/ verification),68.1,9.76,73.6,16.1,73.1,7.18,61.3,10.9,68.6,34.2,125,40.8,272,260,315,109,41.7,21.4,79.7,9.38,69.2,37.5,60,46.4,179,87.8,103,87.9,184,87.9,136,87.6,2863.12
SDNetViews (w/ verification),115,58,60.4,16.8,67.7,7.71,19.1,63.6,77.7,22.2,26.4,36.7,289,103,459,103,77.6,19.2,9.02,25.9,26.1,10.7,144,68.5,190,113,85.6,80.9,110,142,152,81.5,2861.33
SDNetViews (w/ verification),80.4,34.5,71.6,26.7,79.2,27.9,70.4,19.6,77.8,19.3,60.3,63.8,243,212,414,85.7,71.8,8.92,58.9,9.89,72.1,30.5,61.2,8.43,139,79.8,103,79.2,191,165,114,82.2,2861.14
SDNetViews (w/ verification),75.3,67,73.8,13.1,74,7.18,75.8,7.76,67.8,17,74.8,22.6,300,103,418,132,68.2,49.7,39,40.3,59.2,15.1,76.2,27.9,95.6,108,93.8,115,212,145,102,81.8,2857.94
SDNetViews (w/ verification),62,72.4,59,38.8,38.8,14.4,63.9,66.7,70.7,8.19,44.4,6.82,377,119,321,137,52.5,22.5,57.2,40.9,65,18,119,33.5,103,93.9,193,91.1,185,95.6,97,94.7,2862.01
SDNetViews (w/ verification),83.2,17.6,79.8,23.5,78.9,7.06,30.2,6.35,70.6,21.3,81.7,40.5,235,301,319,100,57.2,7.34,75.1,78.7,69,32.3,74.2,18.6,142,73.2,111,77.7,219,76.3,183,71.3,2861.65
SDNetViews (w/ verification),65.8,71,64.7,60.9,56.9,27.6,71.6,19.9,48.2,18.7,73.6,32.9,311,118,405,120,57.1,7.13,31.8,13.8,48.7,60.3,73.4,50.1,216,76,88.7,75.9,150,124,146,76.8,2861.53
SDNetViews (w/ verification),50.9,34.3,68.9,14.5,76.2,18.5,30.6,70.9,76.4,22.5,73.1,35.5,331,191,327,105,74.1,31.6,67.3,71.8,60.9,19.6,38.4,16.3,97.3,74.8,162,82.1,186,82.7,186,82.5,2859.7
SDNetViews (w/ verification),57.6,62.7,65.6,36.6,58.4,20.7,37.7,41,66.9,62.8,54.3,43.2,282,103,333,236,72.2,33,69.7,7.49,64,25.3,68,6.01,267,14.6,200,72.3,86.7,117,125,71.6,2861.4
SDNetViews (w/ verification),79,19.9,60,57.9,121,15.8,72.9,6.99,52.2,11.7,66.6,18.1,339,102,326,189,65.6,56.8,61.1,11.9,73.8,20.9,71.4,10.7,113,100,133,101,113,101,164,130,2865.29
SDNetViews (w/ verification),77.9,6.36,67.4,28.9,68.1,17.5,35.1,8.42,55.1,7.22,54.3,5.58,321,107,434,91.1,39.9,10.3,21.1,321,43.3,33.2,40.2,11.8,187,73.9,105,75.7,161,77.4,195,77.6,2858.38
