ref_nifwd_sender,8.35,63.5,39.7,27.4,17.9,54.7,48.9,50.2,330.0,274.0,37.0,15.1,49.3,4.53,6.77,47.6,8.37,12.0,48.5,48.5,96.0,48.8,23.0,21.1,25.9,47.9,19.9,99.6,31.6,50.9,48.8,11.9,4.47,19.4,6.59,4.48,29.2,48.5,9.36,8.37,27.1,49.2
ref_nifwd_sender,51.6,218.0,148.0,60.0,65.5,59.3,13.1,68.5,73.6,73.9,65.2,59.2,51.3,40.5,7.19,10.5,21.4,11.6,8.74,21.2,25.0,8.26,7.0,4.87,8.71,52.7,13.2,13.3,9.15,5.93,52.7,53.0,27.1,53.4,53.0,53.0,106.0,54.7,53.0,54.1,21.1,53.1
ref_nifwd_sender,80.0,79.1,80.0,95.9,65.7,80.0,73.2,76.7,78.2,81.3,80.4,81.6,121.0,6.42,29.7,14.6,50.7,9.05,13.7,68.0,68.1,12.6,65.7,15.8,14.9,7.67,11.3,7.89,12.8,6.93,6.63,67.6,51.2,68.0,9.92,17.9,8.01,28.4,63.7,67.9,6.71,12.4
ref_nifwd_sender,74.8,66.5,109.0,87.4,75.3,76.5,77.6,77.3,79.4,78.1,75.9,74.9,37.6,25.4,14.6,38.3,67.8,28.6,34.5,44.3,7.75,33.5,57.8,6.38,6.03,13.9,10.5,36.2,35.1,146.0,6.11,8.0,14.6,50.2,6.29,49.6,67.2,15.2,6.44,67.3,6.49,7.16
ref_nifwd_sender,70.6,80.9,77.2,78.8,78.2,78.8,78.5,74.7,115.0,86.6,77.8,56.5,21.6,15.2,70.4,69.9,10.7,7.48,20.2,21.2,30.7,29.9,8.41,6.49,6.23,29.1,65.2,16.9,42.3,37.0,6.87,21.9,46.1,69.5,29.8,16.3,9.5,34.0,61.9,13.7,69.4,63.4
ref_nifwd_sender,77.5,76.3,89.5,77.8,76.9,72.0,70.3,91.1,75.2,79.2,76.7,90.0,11.4,6.95,59.9,65.3,33.1,6.49,6.23,64.4,20.4,27.9,35.6,5.77,5.85,25.5,12.5,26.8,34.3,25.3,5.83,7.79,25.9,13.8,128.0,11.8,128.0,22.1,31.8,59.3,14.2,28.1
ref_nifwd_sender,68.9,81.2,74.5,116.0,73.8,80.0,61.9,96.7,68.5,76.4,81.4,75.6,27.2,40.3,9.89,9.42,69.9,70.6,52.2,68.6,13.3,69.0,62.1,8.42,6.19,14.7,61.5,65.4,53.5,14.4,10.7,6.84,36.7,26.2,22.2,13.8,9.52,27.1,7.98,17.3,20.5,34.4
ref_nifwd_sender,65.6,76.2,82.5,80.6,81.3,81.4,76.8,81.9,80.3,81.7,80.5,81.5,18.2,64.0,21.2,15.3,34.9,20.3,63.9,6.32,7.68,47.0,46.9,5.64,5.7,10.6,41.5,6.22,42.8,181.0,34.3,149.0,26.0,11.9,12.1,7.09,20.7,6.29,7.2,16.3,9.43,7.03
ref_nifwd_sender,72.9,72.5,72.1,73.9,73.5,74.7,7.03,65.6,6.76,74.0,288.0,73.1,36.3,71.8,73.7,25.0,31.2,8.68,19.3,43.9,48.0,53.6,50.5,6.31,6.48,24.9,15.0,41.7,7.92,29.4,71.3,23.0,17.0,12.1,16.2,15.5,16.6,71.9,74.1,8.6,15.5,14.6
ref_nifwd_sender,69.6,138.0,78.8,79.5,71.0,78.4,62.2,78.6,65.1,73.0,78.8,78.6,14.1,24.8,70.2,45.1,69.3,65.2,42.3,6.43,32.0,69.4,58.0,6.27,6.25,70.1,15.4,15.0,15.3,53.0,7.52,22.4,7.62,7.51,61.5,18.1,56.1,11.4,16.6,7.8,15.3,39.3
